fournisseur,date_commande,categorie_produit,delai_prevu,delai_reel,prix,quantite
SUP_061,2025-11-03,non_alimentaire,15,15.0,15.93,20.0
SUP_041,2025-11-03,alimentaire,6,6.0,3.15,4.0
SUP_018,2025-11-03,non_alimentaire,13,15.0,16.05,8.0
SUP_047,2025-11-03,alimentaire,8,8.0,3.16,5.0
SUP_040,2025-11-03,alimentaire,7,8.0,3.11,28.0
SUP_017,2025-11-03,logistique,7,7.0,,25.0
SUP_040,2025-11-03,alimentaire,4,4.0,3.27,7.0
SUP_030,2025-11-03,logistique,15,15.0,8.29,7.0
SUP_054,2025-11-03,alimentaire,6,6.0,2.57,6.0
SUP_017,2025-11-03,alimentaire,5,5.0,3.16,9.0
SUP_031,2025-11-03,alimentaire,4,6.0,2.87,11.0
SUP_042,2025-11-03,non_alimentaire,16,16.0,16.05,1.0
SUP_017,2025-11-03,logistique,11,11.0,8.72,9.0
SUP_021,2025-11-03,non_alimentaire,16,18.0,16.48,3.0
SUP_045,2025-11-04,alimentaire,2,2.0,2.9,18.0
SUP_012,2025-11-04,alimentaire,3,4.0,3.43,9.0
SUP_021,2025-11-04,alimentaire,10,10.0,2.72,5.0
SUP_006,2025-11-04,non_alimentaire,8,8.0,15.7,10.0
SUP_043,2025-11-04,logistique,14,14.0,8.56,4.0
SUP_067,2025-11-04,alimentaire,2,2.0,3.19,3.0
SUP_057,2025-11-04,non_alimentaire,14,15.0,15.71,11.0
SUP_067,2025-11-04,logistique,8,6.0,8.5,30.0
SUP_039,2025-11-04,non_alimentaire,6,6.0,18.26,14.0
SUP_029,2025-11-04,alimentaire,3,3.0,3.26,9.0
SUP_047,2025-11-04,non_alimentaire,7,7.0,16.17,12.0
SUP_018,2025-11-04,alimentaire,5,5.0,3.12,20.0
SUP_010,2025-11-04,alimentaire,8,8.0,2.94,19.0
SUP_001,2025-11-04,non_alimentaire,8,8.0,15.68,26.0
SUP_034,2025-11-04,non_alimentaire,10,10.0,15.07,15.0
SUP_024,2025-11-04,alimentaire,7,7.0,3.27,11.0
SUP_006,2025-11-04,logistique,8,8.0,8.43,17.0
SUP_076,2025-11-04,non_alimentaire,20,20.0,16.46,4.0
SUP_047,2025-11-04,alimentaire,10,10.0,3.01,7.0
SUP_026,2025-11-04,logistique,15,15.0,7.62,9.0
SUP_007,2025-11-04,alimentaire,5,5.0,,
SUP_015,2025-11-04,alimentaire,10,10.0,3.26,6.0
SUP_031,2025-11-04,alimentaire,9,9.0,3.21,13.0
SUP_073,2025-11-04,non_alimentaire,8,8.0,16.03,4.0
SUP_064,2025-11-04,logistique,13,13.0,8.52,3.0
SUP_053,2025-11-04,alimentaire,8,8.0,3.46,8.0
SUP_008,2025-11-04,non_alimentaire,20,20.0,17.68,13.0
SUP_028,2025-11-04,non_alimentaire,17,17.0,15.21,19.0
SUP_049,2025-11-04,alimentaire,9,9.0,3.22,13.0
SUP_062,2025-11-04,non_alimentaire,11,11.0,15.76,28.0
SUP_008,2025-11-04,logistique,3,3.0,10.33,15.0
SUP_040,2025-11-04,non_alimentaire,13,13.0,15.65,8.0
SUP_027,2025-11-04,non_alimentaire,5,3.0,16.36,4.0
SUP_077,2025-11-04,non_alimentaire,16,16.0,15.9,11.0
SUP_046,2025-11-04,alimentaire,5,5.0,2.86,
SUP_076,2025-11-04,alimentaire,9,9.0,3.79,5.0
SUP_001,2025-11-04,logistique,9,9.0,8.56,11.0
SUP_016,2025-11-04,logistique,14,12.0,7.96,16.0
SUP_007,2025-11-04,logistique,12,12.0,8.1,
SUP_069,2025-11-04,non_alimentaire,19,19.0,16.15,13.0
SUP_002,2025-11-05,logistique,9,9.0,7.99,6.0
SUP_032,2025-11-05,non_alimentaire,11,11.0,14.73,4.0
SUP_007,2025-11-05,non_alimentaire,5,,15.45,16.0
SUP_023,2025-11-05,alimentaire,4,4.0,3.1,10.0
SUP_072,2025-11-05,non_alimentaire,9,9.0,16.38,15.0
SUP_016,2025-11-05,non_alimentaire,8,8.0,15.28,40.0
SUP_009,2025-11-05,non_alimentaire,8,8.0,14.7,10.0
SUP_002,2025-11-05,alimentaire,8,8.0,2.29,14.0
SUP_041,2025-11-05,alimentaire,8,8.0,3.06,6.0
SUP_002,2025-11-05,alimentaire,7,7.0,3.52,10.0
SUP_047,2025-11-05,alimentaire,9,9.0,3.11,3.0
SUP_050,2025-11-05,non_alimentaire,20,20.0,16.28,6.0
SUP_022,2025-11-05,non_alimentaire,10,10.0,16.34,10.0
SUP_022,2025-11-05,non_alimentaire,5,5.0,14.66,16.0
SUP_031,2025-11-05,logistique,14,14.0,8.76,16.0
SUP_028,2025-11-05,alimentaire,7,7.0,3.23,20.0
SUP_021,2025-11-05,alimentaire,6,6.0,3.02,1.0
SUP_017,2025-11-05,non_alimentaire,16,16.0,15.73,16.0
SUP_030,2025-11-05,alimentaire,8,10.0,3.24,12.0
SUP_004,2025-11-05,alimentaire,5,5.0,3.05,5.0
SUP_010,2025-11-05,alimentaire,8,,3.19,8.0
SUP_040,2025-11-05,alimentaire,6,4.0,3.18,11.0
SUP_077,2025-11-05,alimentaire,3,3.0,3.46,21.0
SUP_076,2025-11-05,alimentaire,4,4.0,2.85,5.0
SUP_038,2025-11-05,alimentaire,10,8.0,3.08,9.0
SUP_061,2025-11-05,non_alimentaire,13,14.0,15.3,4.0
SUP_010,2025-11-05,non_alimentaire,15,15.0,16.1,24.0
SUP_032,2025-11-05,non_alimentaire,13,13.0,15.58,5.0
SUP_072,2025-11-05,alimentaire,10,10.0,3.23,10.0
SUP_021,2025-11-05,alimentaire,3,6.0,2.8,4.0
SUP_047,2025-11-05,non_alimentaire,18,18.0,16.1,14.0
SUP_024,2025-11-05,alimentaire,10,10.0,3.14,19.0
SUP_022,2025-11-05,non_alimentaire,5,5.0,14.66,16.0
SUP_008,2025-11-05,alimentaire,10,10.0,3.76,9.0
SUP_016,2025-11-05,non_alimentaire,20,21.0,15.06,15.0
SUP_064,2025-11-05,alimentaire,4,5.0,2.83,18.0
SUP_014,2025-11-05,alimentaire,8,8.0,3.28,11.0
SUP_076,2025-11-05,non_alimentaire,8,9.0,16.46,4.0
SUP_032,2025-11-05,non_alimentaire,18,18.0,15.52,4.0
SUP_019,2025-11-05,alimentaire,9,7.0,3.32,5.0
SUP_008,2025-11-05,alimentaire,2,2.0,3.51,5.0
SUP_003,2025-11-05,alimentaire,5,5.0,2.76,23.0
SUP_061,2025-11-05,non_alimentaire,14,13.0,15.04,11.0
SUP_051,2025-11-05,alimentaire,10,9.0,3.08,5.0
SUP_036,2025-11-06,logistique,10,10.0,9.19,6.0
SUP_051,2025-11-06,non_alimentaire,16,,12.37,11.0
SUP_061,2025-11-06,non_alimentaire,12,12.0,15.85,9.0
SUP_049,2025-11-06,alimentaire,7,7.0,3.31,6.0
SUP_076,2025-11-06,non_alimentaire,18,18.0,13.42,3.0
SUP_063,2025-11-06,alimentaire,4,7.0,3.23,4.0
SUP_052,2025-11-06,non_alimentaire,8,,18.09,8.0
SUP_034,2025-11-06,alimentaire,3,6.0,2.88,14.0
SUP_069,2025-11-06,non_alimentaire,8,8.0,16.38,9.0
SUP_052,2025-11-06,non_alimentaire,7,7.0,15.62,17.0
SUP_009,2025-11-06,alimentaire,8,9.0,3.52,16.0
SUP_013,2025-11-06,alimentaire,7,4.0,3.33,12.0
SUP_069,2025-11-06,non_alimentaire,8,8.0,16.38,9.0
SUP_064,2025-11-06,non_alimentaire,15,15.0,14.81,7.0
SUP_041,2025-11-06,non_alimentaire,9,9.0,15.68,12.0
SUP_037,2025-11-06,alimentaire,7,7.0,3.24,11.0
SUP_018,2025-11-06,logistique,6,6.0,8.36,7.0
SUP_010,2025-11-06,non_alimentaire,11,12.0,15.49,7.0
SUP_001,2025-11-06,logistique,7,7.0,8.2,11.0
SUP_057,2025-11-06,non_alimentaire,10,10.0,15.5,9.0
SUP_047,2025-11-06,non_alimentaire,14,15.0,15.45,4.0
SUP_018,2025-11-06,non_alimentaire,9,8.0,14.47,18.0
SUP_073,2025-11-06,non_alimentaire,19,19.0,15.73,4.0
SUP_011,2025-11-06,non_alimentaire,9,6.0,,14.0
SUP_073,2025-11-06,non_alimentaire,14,14.0,15.65,11.0
SUP_070,2025-11-06,logistique,13,13.0,9.97,18.0
SUP_053,2025-11-06,logistique,9,13.0,7.93,18.0
SUP_036,2025-11-06,non_alimentaire,9,11.0,15.48,13.0
SUP_068,2025-11-06,alimentaire,8,8.0,3.28,7.0
SUP_073,2025-11-06,non_alimentaire,11,11.0,15.61,11.0
SUP_028,2025-11-06,non_alimentaire,9,9.0,16.65,19.0
SUP_076,2025-11-06,alimentaire,9,9.0,2.86,13.0
SUP_022,2025-11-06,non_alimentaire,9,9.0,15.81,2.0
SUP_063,2025-11-06,non_alimentaire,7,8.0,17.73,2.0
SUP_065,2025-11-06,alimentaire,3,4.0,,9.0
SUP_079,2025-11-06,alimentaire,8,8.0,3.16,4.0
SUP_064,2025-11-06,alimentaire,10,10.0,3.17,14.0
SUP_046,2025-11-07,non_alimentaire,18,21.0,18.25,13.0
SUP_011,2025-11-07,non_alimentaire,12,12.0,,8.0
SUP_028,2025-11-07,non_alimentaire,12,12.0,15.87,11.0
SUP_018,2025-11-07,alimentaire,2,2.0,3.09,24.0
SUP_032,2025-11-07,non_alimentaire,11,11.0,15.78,12.0
SUP_015,2025-11-07,alimentaire,8,9.0,3.15,2.0
SUP_046,2025-11-07,non_alimentaire,6,6.0,15.84,7.0
SUP_044,2025-11-07,alimentaire,9,9.0,3.5,3.0
SUP_013,2025-11-07,alimentaire,10,11.0,2.99,8.0
SUP_027,2025-11-07,alimentaire,9,9.0,3.1,14.0
SUP_021,2025-11-07,alimentaire,8,8.0,3.23,32.0
SUP_008,2025-11-07,non_alimentaire,20,25.0,20.97,15.0
SUP_035,2025-11-07,non_alimentaire,9,9.0,16.31,3.0
SUP_064,2025-11-07,non_alimentaire,12,12.0,14.74,4.0
SUP_054,2025-11-07,non_alimentaire,19,19.0,21.59,4.0
SUP_006,2025-11-07,alimentaire,4,4.0,3.07,7.0
SUP_048,2025-11-07,logistique,13,13.0,7.76,20.0
SUP_068,2025-11-07,logistique,7,9.0,8.16,6.0
SUP_017,2025-11-07,non_alimentaire,14,15.0,16.06,3.0
SUP_001,2025-11-07,alimentaire,2,2.0,2.94,
SUP_007,2025-11-07,non_alimentaire,5,5.0,16.47,5.0
SUP_046,2025-11-07,logistique,5,5.0,10.44,17.0
SUP_074,2025-11-07,non_alimentaire,7,7.0,16.62,12.0
SUP_021,2025-11-07,alimentaire,3,5.0,3.16,15.0
SUP_072,2025-11-07,alimentaire,8,8.0,3.17,8.0
SUP_051,2025-11-07,alimentaire,7,9.0,3.71,6.0
SUP_080,2025-11-07,logistique,7,7.0,8.56,4.0
SUP_007,2025-11-07,non_alimentaire,18,18.0,15.98,8.0
SUP_052,2025-11-07,non_alimentaire,10,11.0,16.05,9.0
SUP_016,2025-11-07,alimentaire,6,6.0,3.36,8.0
SUP_018,2025-11-07,alimentaire,5,2.0,3.1,19.0
SUP_054,2025-11-07,alimentaire,2,0.0,2.93,4.0
SUP_078,2025-11-07,logistique,11,11.0,8.03,3.0
SUP_010,2025-11-07,alimentaire,2,5.0,2.65,19.0
SUP_043,2025-11-07,alimentaire,5,4.0,3.21,10.0
SUP_043,2025-11-07,alimentaire,2,2.0,3.12,8.0
SUP_046,2025-11-07,logistique,5,6.0,9.54,20.0
SUP_067,2025-11-07,non_alimentaire,6,6.0,15.34,3.0
SUP_074,2025-11-08,non_alimentaire,19,19.0,16.33,3.0
SUP_016,2025-11-08,non_alimentaire,10,8.0,15.71,27.0
SUP_017,2025-11-08,non_alimentaire,18,16.0,,17.0
SUP_078,2025-11-08,alimentaire,5,2.0,3.23,12.0
SUP_003,2025-11-08,alimentaire,4,4.0,3.62,3.0
SUP_052,2025-11-08,non_alimentaire,19,21.0,17.01,30.0
SUP_018,2025-11-08,alimentaire,10,10.0,2.96,2.0
SUP_042,2025-11-08,alimentaire,8,5.0,3.23,7.0
SUP_069,2025-11-08,logistique,12,10.0,8.63,11.0
SUP_061,2025-11-08,alimentaire,6,6.0,3.12,3.0
SUP_035,2025-11-08,logistique,15,,9.68,13.0
SUP_028,2025-11-08,logistique,3,3.0,8.77,33.0
SUP_010,2025-11-08,non_alimentaire,20,20.0,16.84,8.0
SUP_028,2025-11-08,alimentaire,4,5.0,3.16,8.0
SUP_029,2025-11-08,alimentaire,4,6.0,3.07,5.0
SUP_035,2025-11-08,logistique,15,,9.68,13.0
SUP_046,2025-11-08,logistique,14,19.0,9.04,2.0
SUP_066,2025-11-08,logistique,6,6.0,8.01,21.0
SUP_013,2025-11-08,alimentaire,4,4.0,3.5,2.0
SUP_023,2025-11-08,logistique,3,3.0,8.44,5.0
SUP_017,2025-11-08,alimentaire,2,2.0,3.32,3.0
SUP_051,2025-11-08,non_alimentaire,19,19.0,16.36,4.0
SUP_057,2025-11-08,alimentaire,3,3.0,3.33,13.0
SUP_061,2025-11-08,non_alimentaire,5,5.0,16.39,13.0
SUP_010,2025-11-08,non_alimentaire,20,20.0,16.84,8.0
SUP_030,2025-11-08,alimentaire,5,5.0,3.27,12.0
SUP_030,2025-11-08,alimentaire,10,10.0,3.38,15.0
SUP_016,2025-11-08,logistique,5,5.0,8.42,5.0
SUP_005,2025-11-08,alimentaire,8,8.0,3.16,6.0
SUP_050,2025-11-08,logistique,13,13.0,8.39,18.0
SUP_048,2025-11-08,alimentaire,9,9.0,3.12,15.0
SUP_028,2025-11-08,alimentaire,9,9.0,3.14,9.0
SUP_041,2025-11-08,alimentaire,2,2.0,3.19,13.0
SUP_064,2025-11-08,non_alimentaire,17,17.0,14.9,15.0
SUP_004,2025-11-08,non_alimentaire,8,8.0,16.05,4.0
SUP_043,2025-11-08,alimentaire,10,7.0,3.07,24.0
SUP_054,2025-11-08,logistique,12,12.0,7.9,16.0
SUP_017,2025-11-08,logistique,11,11.0,8.4,26.0
SUP_038,2025-11-08,logistique,12,12.0,8.64,12.0
SUP_070,2025-11-08,non_alimentaire,15,15.0,13.89,5.0
SUP_022,2025-11-08,non_alimentaire,17,17.0,15.54,3.0
SUP_042,2025-11-08,alimentaire,3,3.0,3.11,4.0
SUP_022,2025-11-08,alimentaire,5,5.0,3.06,14.0
SUP_061,2025-11-09,alimentaire,3,3.0,3.27,8.0
SUP_062,2025-11-09,non_alimentaire,7,7.0,16.61,7.0
SUP_043,2025-11-09,non_alimentaire,7,8.0,15.99,15.0
SUP_079,2025-11-09,non_alimentaire,19,20.0,15.96,5.0
SUP_018,2025-11-09,non_alimentaire,15,15.0,15.37,10.0
SUP_041,2025-11-09,non_alimentaire,8,8.0,15.62,4.0
SUP_017,2025-11-09,logistique,4,4.0,8.29,15.0
SUP_021,2025-11-09,alimentaire,6,6.0,3.14,10.0
SUP_041,2025-11-09,non_alimentaire,6,6.0,16.42,8.0
SUP_025,2025-11-09,alimentaire,5,5.0,3.15,6.0
SUP_026,2025-11-09,non_alimentaire,14,14.0,14.77,12.0
SUP_041,2025-11-09,alimentaire,9,9.0,3.07,12.0
SUP_037,2025-11-09,alimentaire,2,2.0,3.12,18.0
SUP_075,2025-11-09,non_alimentaire,17,17.0,14.81,3.0
SUP_004,2025-11-09,logistique,14,14.0,8.56,27.0
SUP_046,2025-11-09,alimentaire,6,7.0,3.42,
SUP_053,2025-11-09,non_alimentaire,6,9.0,13.05,18.0
SUP_076,2025-11-09,alimentaire,3,3.0,27.2,10.0
SUP_041,2025-11-09,alimentaire,10,10.0,3.12,9.0
SUP_076,2025-11-09,alimentaire,4,3.0,3.06,5.0
SUP_047,2025-11-09,non_alimentaire,8,9.0,15.96,7.0
SUP_010,2025-11-09,alimentaire,2,2.0,3.2,7.0
SUP_065,2025-11-09,alimentaire,6,6.0,3.1,3.0
SUP_021,2025-11-09,non_alimentaire,15,15.0,15.14,6.0
SUP_051,2025-11-09,alimentaire,3,3.0,2.98,14.0
SUP_038,2025-11-09,logistique,14,14.0,7.73,8.0
SUP_072,2025-11-09,non_alimentaire,15,16.0,15.51,9.0
SUP_005,2025-11-09,non_alimentaire,12,12.0,15.77,11.0
SUP_078,2025-11-09,alimentaire,5,5.0,3.16,5.0
SUP_049,2025-11-09,logistique,14,14.0,8.99,11.0
SUP_035,2025-11-09,non_alimentaire,9,13.0,20.82,5.0
SUP_045,2025-11-09,non_alimentaire,6,6.0,15.22,7.0
SUP_043,2025-11-09,non_alimentaire,9,9.0,15.62,7.0
SUP_002,2025-11-09,non_alimentaire,17,17.0,11.05,7.0
SUP_037,2025-11-09,non_alimentaire,14,15.0,16.11,10.0
SUP_068,2025-11-09,alimentaire,10,11.0,2.77,27.0
SUP_066,2025-11-09,non_alimentaire,15,15.0,15.12,2.0
SUP_041,2025-11-09,non_alimentaire,13,15.0,15.42,11.0
SUP_072,2025-11-09,non_alimentaire,17,17.0,16.21,19.0
SUP_077,2025-11-09,alimentaire,7,8.0,3.28,5.0
SUP_050,2025-11-09,non_alimentaire,11,11.0,15.65,25.0
SUP_037,2025-11-09,alimentaire,9,9.0,3.03,21.0
SUP_069,2025-11-09,non_alimentaire,20,20.0,16.21,11.0
SUP_059,2025-11-09,alimentaire,9,9.0,3.28,6.0
SUP_038,2025-11-09,alimentaire,10,10.0,3.24,4.0
SUP_061,2025-11-09,alimentaire,7,7.0,3.24,28.0
SUP_009,2025-11-09,alimentaire,10,,3.07,4.0
SUP_071,2025-11-09,alimentaire,8,8.0,2.95,24.0
SUP_010,2025-11-09,non_alimentaire,11,11.0,17.06,8.0
SUP_037,2025-11-09,non_alimentaire,19,19.0,16.18,15.0
SUP_056,2025-11-10,alimentaire,6,4.0,3.59,
SUP_021,2025-11-10,alimentaire,5,5.0,2.82,3.0
SUP_041,2025-11-10,logistique,5,,8.38,7.0
SUP_031,2025-11-10,non_alimentaire,14,14.0,15.4,7.0
SUP_071,2025-11-10,non_alimentaire,15,15.0,17.17,6.0
SUP_029,2025-11-10,non_alimentaire,8,8.0,16.1,9.0
SUP_021,2025-11-10,logistique,10,12.0,8.27,19.0
SUP_003,2025-11-10,logistique,6,7.0,8.89,17.0
SUP_044,2025-11-10,logistique,7,5.0,7.74,6.0
SUP_078,2025-11-10,logistique,4,5.0,8.39,23.0
SUP_076,2025-11-10,non_alimentaire,19,19.0,15.7,34.0
SUP_054,2025-11-10,alimentaire,9,6.0,3.29,9.0
SUP_043,2025-11-10,non_alimentaire,17,17.0,14.95,21.0
SUP_040,2025-11-10,non_alimentaire,15,15.0,15.14,5.0
SUP_038,2025-11-10,alimentaire,5,3.0,3.19,5.0
SUP_023,2025-11-10,non_alimentaire,15,16.0,17.13,3.0
SUP_013,2025-11-10,alimentaire,4,4.0,3.41,8.0
SUP_042,2025-11-10,alimentaire,5,5.0,3.18,3.0
SUP_077,2025-11-10,non_alimentaire,6,8.0,15.89,9.0
SUP_036,2025-11-10,alimentaire,10,11.0,2.86,8.0
SUP_063,2025-11-10,alimentaire,10,12.0,3.44,3.0
SUP_075,2025-11-10,non_alimentaire,18,18.0,14.78,7.0
SUP_017,2025-11-10,non_alimentaire,12,14.0,15.17,16.0
SUP_077,2025-11-10,non_alimentaire,14,14.0,15.85,10.0
SUP_040,2025-11-10,alimentaire,8,10.0,3.23,10.0
SUP_008,2025-11-10,non_alimentaire,11,11.0,23.06,9.0
SUP_073,2025-11-10,non_alimentaire,17,17.0,15.71,8.0
SUP_039,2025-11-10,non_alimentaire,14,14.0,14.25,11.0
SUP_079,2025-11-10,non_alimentaire,15,15.0,130.4,6.0
SUP_079,2025-11-10,non_alimentaire,9,9.0,15.71,15.0
SUP_042,2025-11-10,non_alimentaire,17,17.0,16.67,13.0
SUP_016,2025-11-10,alimentaire,3,5.0,2.99,14.0
SUP_041,2025-11-10,alimentaire,7,7.0,3.05,5.0
SUP_024,2025-11-10,alimentaire,9,9.0,3.07,6.0
SUP_072,2025-11-10,alimentaire,8,7.0,3.18,
SUP_021,2025-11-10,alimentaire,7,7.0,3.58,11.0
SUP_018,2025-11-10,logistique,13,13.0,8.37,11.0
SUP_034,2025-11-10,non_alimentaire,11,11.0,16.06,28.0
SUP_010,2025-11-10,logistique,7,7.0,8.67,24.0
SUP_065,2025-11-10,alimentaire,8,,3.04,14.0
SUP_009,2025-11-11,non_alimentaire,18,18.0,16.28,5.0
SUP_041,2025-11-11,non_alimentaire,18,18.0,15.72,6.0
SUP_043,2025-11-11,alimentaire,6,7.0,3.32,5.0
SUP_009,2025-11-11,logistique,13,13.0,9.98,16.0
SUP_008,2025-11-11,alimentaire,9,9.0,3.21,18.0
SUP_004,2025-11-11,alimentaire,8,9.0,3.03,
SUP_038,2025-11-11,non_alimentaire,14,12.0,16.86,8.0
SUP_064,2025-11-11,non_alimentaire,5,5.0,15.4,26.0
SUP_009,2025-11-11,non_alimentaire,14,15.0,15.77,23.0
SUP_064,2025-11-11,logistique,5,5.0,8.05,16.0
SUP_009,2025-11-11,logistique,12,12.0,9.14,8.0
SUP_028,2025-11-11,non_alimentaire,5,5.0,16.0,6.0
SUP_016,2025-11-11,alimentaire,5,5.0,3.11,32.0
SUP_049,2025-11-11,alimentaire,6,6.0,3.2,13.0
SUP_017,2025-11-11,non_alimentaire,5,5.0,15.81,1.0
SUP_071,2025-11-11,alimentaire,3,3.0,3.14,7.0
SUP_055,2025-11-11,non_alimentaire,18,18.0,15.83,4.0
SUP_021,2025-11-11,alimentaire,9,12.0,3.06,4.0
SUP_004,2025-11-11,alimentaire,6,6.0,3.11,5.0
SUP_077,2025-11-11,alimentaire,7,7.0,3.75,2.0
SUP_005,2025-11-11,alimentaire,6,6.0,3.23,11.0
SUP_054,2025-11-11,alimentaire,7,7.0,3.35,9.0
SUP_041,2025-11-11,alimentaire,8,8.0,3.23,9.0
SUP_054,2025-11-11,non_alimentaire,19,19.0,16.0,8.0
SUP_076,2025-11-11,logistique,11,12.0,8.54,8.0
SUP_036,2025-11-11,logistique,13,10.0,8.4,7.0
SUP_031,2025-11-11,alimentaire,3,3.0,2.89,11.0
SUP_033,2025-11-11,non_alimentaire,16,18.0,15.41,15.0
SUP_002,2025-11-11,non_alimentaire,6,10.0,14.22,13.0
SUP_017,2025-11-11,alimentaire,2,0.0,3.13,6.0
SUP_041,2025-11-11,non_alimentaire,7,7.0,15.07,17.0
SUP_015,2025-11-11,non_alimentaire,5,5.0,15.34,3.0
SUP_050,2025-11-11,non_alimentaire,18,17.0,15.63,8.0
SUP_039,2025-11-11,alimentaire,9,,3.14,14.0
SUP_027,2025-11-11,logistique,10,10.0,8.5,5.0
SUP_061,2025-11-11,non_alimentaire,20,20.0,16.03,10.0
SUP_038,2025-11-11,logistique,15,15.0,8.4,20.0
SUP_050,2025-11-11,non_alimentaire,12,12.0,15.56,16.0
SUP_054,2025-11-11,alimentaire,7,7.0,2.66,5.0
SUP_067,2025-11-11,non_alimentaire,11,12.0,15.54,5.0
SUP_001,2025-11-11,alimentaire,4,4.0,3.24,19.0
SUP_016,2025-11-12,alimentaire,8,8.0,3.12,5.0
SUP_042,2025-11-12,alimentaire,9,9.0,2.95,16.0
SUP_067,2025-11-12,non_alimentaire,20,20.0,16.14,9.0
SUP_036,2025-11-12,non_alimentaire,6,7.0,16.15,28.0
SUP_008,2025-11-12,alimentaire,2,2.0,4.22,1.0
SUP_042,2025-11-12,non_alimentaire,20,20.0,15.73,5.0
SUP_073,2025-11-12,alimentaire,7,7.0,3.08,7.0
SUP_031,2025-11-12,logistique,9,11.0,8.42,14.0
SUP_040,2025-11-12,non_alimentaire,14,14.0,15.32,16.0
SUP_054,2025-11-12,non_alimentaire,9,9.0,14.81,11.0
SUP_027,2025-11-12,non_alimentaire,7,7.0,15.79,6.0
SUP_015,2025-11-12,alimentaire,2,2.0,3.29,3.0
SUP_029,2025-11-12,alimentaire,6,5.0,3.27,22.0
SUP_073,2025-11-12,alimentaire,5,5.0,3.18,35.0
SUP_061,2025-11-12,logistique,3,5.0,8.57,47.0
SUP_030,2025-11-12,alimentaire,3,3.0,3.05,19.0
SUP_018,2025-11-12,non_alimentaire,19,20.0,16.22,14.0
SUP_010,2025-11-12,alimentaire,6,6.0,3.09,2.0
SUP_045,2025-11-12,alimentaire,2,3.0,3.28,12.0
SUP_067,2025-11-12,non_alimentaire,15,15.0,14.98,10.0
SUP_003,2025-11-12,non_alimentaire,12,13.0,18.15,18.0
SUP_003,2025-11-12,non_alimentaire,19,19.0,16.09,16.0
SUP_077,2025-11-12,alimentaire,8,8.0,3.23,19.0
SUP_067,2025-11-12,alimentaire,2,2.0,3.16,7.0
SUP_021,2025-11-12,non_alimentaire,6,6.0,15.19,7.0
SUP_076,2025-11-12,non_alimentaire,19,19.0,14.46,7.0
SUP_020,2025-11-12,non_alimentaire,5,3.0,15.0,14.0
SUP_010,2025-11-12,alimentaire,4,4.0,3.38,4.0
SUP_017,2025-11-12,alimentaire,4,4.0,3.21,5.0
SUP_079,2025-11-12,alimentaire,3,3.0,3.2,33.0
SUP_064,2025-11-12,logistique,12,12.0,8.4,
SUP_069,2025-11-12,alimentaire,2,5.0,3.16,4.0
SUP_015,2025-11-12,non_alimentaire,6,6.0,16.32,8.0
SUP_054,2025-11-12,alimentaire,4,8.0,3.36,3.0
SUP_021,2025-11-12,non_alimentaire,11,11.0,17.1,10.0
SUP_014,2025-11-12,non_alimentaire,15,15.0,15.68,10.0
SUP_067,2025-11-12,alimentaire,5,5.0,3.15,6.0
SUP_045,2025-11-12,alimentaire,8,8.0,3.29,9.0
SUP_040,2025-11-12,alimentaire,10,10.0,3.06,8.0
SUP_065,2025-11-12,logistique,15,15.0,8.82,12.0
SUP_056,2025-11-12,alimentaire,7,11.0,3.73,13.0
SUP_021,2025-11-12,alimentaire,5,6.0,3.27,11.0
SUP_021,2025-11-12,logistique,5,5.0,8.2,12.0
SUP_054,2025-11-12,logistique,9,9.0,8.65,13.0
SUP_056,2025-11-13,logistique,14,14.0,7.43,9.0
SUP_017,2025-11-13,alimentaire,10,10.0,3.19,20.0
SUP_013,2025-11-13,non_alimentaire,17,17.0,16.13,11.0
SUP_036,2025-11-13,alimentaire,7,7.0,3.32,8.0
SUP_080,2025-11-13,alimentaire,7,7.0,3.23,7.0
SUP_062,2025-11-13,non_alimentaire,14,14.0,15.6,10.0
SUP_016,2025-11-13,alimentaire,2,1.0,3.12,6.0
SUP_071,2025-11-13,logistique,14,14.0,8.13,9.0
SUP_028,2025-11-13,alimentaire,2,3.0,3.18,6.0
SUP_076,2025-11-13,non_alimentaire,17,19.0,,24.0
SUP_076,2025-11-13,alimentaire,3,3.0,3.1,15.0
SUP_061,2025-11-13,alimentaire,3,3.0,3.28,9.0
SUP_070,2025-11-13,non_alimentaire,9,,12.87,3.0
SUP_016,2025-11-13,non_alimentaire,7,8.0,16.22,4.0
SUP_021,2025-11-13,alimentaire,4,5.0,3.51,12.0
SUP_032,2025-11-13,non_alimentaire,9,9.0,15.27,4.0
SUP_030,2025-11-13,non_alimentaire,20,20.0,15.77,6.0
SUP_064,2025-11-13,non_alimentaire,17,17.0,15.38,4.0
SUP_046,2025-11-13,non_alimentaire,5,5.0,17.23,7.0
SUP_042,2025-11-13,non_alimentaire,7,7.0,15.18,5.0
SUP_024,2025-11-13,non_alimentaire,19,19.0,15.39,23.0
SUP_053,2025-11-13,non_alimentaire,10,10.0,14.92,4.0
SUP_069,2025-11-13,non_alimentaire,8,7.0,15.59,7.0
SUP_018,2025-11-13,alimentaire,5,5.0,3.22,2.0
SUP_039,2025-11-13,alimentaire,2,4.0,3.22,2.0
SUP_006,2025-11-13,alimentaire,4,3.0,3.24,19.0
SUP_055,2025-11-13,logistique,11,10.0,8.45,22.0
